skillid,skillname,category,reviewer,star,title,date,content
B07CV31R4T,Test of Death,Sports,corporalm22,1.0 out of 5 stars,Don’t get it!,"Reviewed in the United States on December 3, 2018","Doesn’t make any sense to me. Q1.what is your name?  A:Robert Q2. What is your quest?. A:  I don’t know.Q3. What is the first positive number?  A:  I don’t know. Then I die.What’s the point? STUPID!  I thought it would be a challenging quiz type game. Amazon should check these “skills “ and delete them if they are absolutely worthless.  Not sure if this is a Monty Python thing or not, or if I’m missing something here."
B01MY3N5DJ,champions league trivia,Sports,DB,5.0 out of 5 stars,Five Stars,"Reviewed in the United States on April 1, 2017",It beat me. 5 stars
B075J7ZSFQ,End Zone Football,Sports,Amazon Customer,5.0 out of 5 stars,This skill is a TOUCHDOWN!,"Reviewed in the United States on September 13, 2017",Very innovative skill .... was a lot of fun to play.  It's great to see the Alexa platform evolve and developers being much more creative with the games.  Really enjoyed the football game!
B075J7ZSFQ,End Zone Football,Sports,Terren Peterson,5.0 out of 5 stars,Football season is here!,"Reviewed in the United States on September 12, 2017",Fun football game to play. Games were quick - just 2-3 minutes to score a touchdown. Go Blackbears!
B075J7ZSFQ,End Zone Football,Sports,J,3.0 out of 5 stars,New features for Endzone football.,"Reviewed in the United States on July 26, 2020","end zone football does not have enough features. You cannot play all of the quarters. You can only play the final quarter. Also, you cannot make any two point conversions. Also, not an extra point. I don’t like that. How can Amazon get new features for Endzone football? You can only play on offense, not defense. How can that feature be made? Also, I want to play all 4/4, but I can’t. What should I do? Well, I don’t know. Hopefully Amazon will give me feedback for this.￼￼"
B075J7ZSFQ,End Zone Football,Sports,Paulette J Dunn,5.0 out of 5 stars,lots of fun,"Reviewed in the United States on February 7, 2019",good for the sports nut
B079DS4WF4,FIFA World Cup,Sports,Amazon Customer,5.0 out of 5 stars,Nice idea and very handy for the game,"Reviewed in the United States on July 14, 2018",Nice and easy to use.
B079DS4WF4,FIFA World Cup,Sports,miketboi,5.0 out of 5 stars,Finally,"Reviewed in the United States on February 7, 2018",This actually had a schedule for a Colombian team
B01N1ZUX4F,Cubs Baseball Unauthorized Trivia,Sports,Ghost Dude,5.0 out of 5 stars,Missed By One,"Reviewed in the United States on January 11, 2017",I thought I knew baseball let alone Cubs baseball. I did fine but not great. I would give my answer and I would be off by one! I say 3 she says wrong answer correct answer 4 off by one. Got a friend who is a big Cubs fan. Going to test his skills. I enjoyed playing so much it can get addictive. But it is fun! Good time burner during station breaks.
B01N1ZUX4F,Cubs Baseball Unauthorized Trivia,Sports,B. Siverly,3.0 out of 5 stars,Really!? First Question was wrong!,"Reviewed in the United States on October 16, 2018","Played for an hour... All correct except 1st question... Who had more home runs? 1-Ernie Banks, 2-Billy Williams, 3-Ron Santo, 4-doesn't matter..... Answer, 2-Billy Williams! WOW! Not a good start! Lol!"
B01N1ZUX4F,Cubs Baseball Unauthorized Trivia,Sports,Joseph Morris,4.0 out of 5 stars,Mr. Cub...,"Reviewed in the United States on January 22, 2017","CORRECTION: Ernie Banks is Mr. Cub, not Billy Williams."
B01N1ZUX4F,Cubs Baseball Unauthorized Trivia,Sports,Theresa M Berg,3.0 out of 5 stars,okay,"Reviewed in the United States on February 12, 2017","Most of the answers are the third one, but it is really fun to play."
B01N1ZUX4F,Cubs Baseball Unauthorized Trivia,Sports,Howe Howse,3.0 out of 5 stars,Fun but,"Reviewed in the United States on September 3, 2017","""Didn't not""..? Who proofed the manuscript?"
B01N1ZUX4F,Cubs Baseball Unauthorized Trivia,Sports,Amazon Customer,1.0 out of 5 stars,question asked about current longest tenure,"Reviewed in the United States on July 4, 2019",listed 4 players not even with the Cubs now.often mis heard numbered answer.  said 4 it heard 2...really...dont waste your time.
B075V8PV9L,Bears Trivia,Sports,Steve,1.0 out of 5 stars,Wrong!,"Reviewed in the United States on December 30, 2018",Alexa just told me that the Bears did not win Super Bowl 20. WRONG!!!
B07BKNCKJH,Ticket Finder,Sports,Yerika travieso,3.0 out of 5 stars,not very good,"Reviewed in the United States on July 22, 2021",its not very good. because of the boredom
B017OBGRKY,Fantasy Football,Sports,jjaquinta,3.0 out of 5 stars,More of a Football news source rather than much to do about Fantasy Football,"Reviewed in the United States on December 5, 2015","This is an Echo front end to the Fantasy Football Nerd website. This uses ""Nerd Rank"" technology to crowd source ratings. They're good enough to be quotes as ""the Cliffs Notes of the Industry"" by The Washington Post in 2009.Ease of Use: 3 out of 5. It's pretty simple, you can just ask for news, or about a certain player. It was better than I expected with the player names. It did crash once, but it got all the others I tried right. When it reads the general news, it is in several segments. It can get kind of long. It would have been nice if it was split up and you could cycle through them conversationally. Player news is also in segments, but the gap between them is less clear. This can create some confusion as one news update runs into the next. Also, the text comes straight from their site, and occasionally it reads web-links, which is confusing and unhelpful.Usefulness: 3 out of 5. I know almost nothing about Fantasy Football. But this skill seems more of a Football news source rather than much to do about Fantasy Football. That's great for football fans. I don't know how great that is for Fantasy Football fans. Perhaps it should have been marketed more towards mainstream football enthusiasts.Novelty: 3 out of 5. It's another ""read the news to  you"" skill. The news appears to be high quality and relevant for the topic. But it really is just about the news.Overall: 3 out of 5. It's fairly specific in it's appeal, although, admittedly, football is rather popular. I'd like to see them add in more interaction and connect with the gameplay of Fantasy Football itself. There are several tools on the web site and I think the skill will improve greatly if they integrate those in going forward."
B017OBGRKY,Fantasy Football,Sports,DB7,3.0 out of 5 stars,Works decently,"Reviewed in the United States on September 14, 2021",The skill works quite well for well-known players. Some of the more unknown and unique names seem to trip it up
B017OBGRKY,Fantasy Football,Sports,Jshoota,2.0 out of 5 stars,mistakens what player I asked for.,"Reviewed in the United States on December 3, 2021","I asked for James Robinson update, multiple  times clearly, and kept responding with Allen Robinson update"
B017OBGRKY,Fantasy Football,Sports,Jennifer,1.0 out of 5 stars,Not my favorite,"Reviewed in the United States on December 18, 2016","I ask the question ""who should I start"", but always get ""I can't answer that question"". Annoying.  Not my favorite skill"
B017OBGRKY,Fantasy Football,Sports,C. Lavigne,2.0 out of 5 stars,Potential but...,"Reviewed in the United States on September 1, 2018","Everytime I ask anything about Cooper Kupp, it tells me about Amari Cooper. lol."
B017OBGRKY,Fantasy Football,Sports,CHAB305,1.0 out of 5 stars,NO GOOD,"Reviewed in the United States on November 11, 2016",DOES NOT WORK
B017OBGRKY,Fantasy Football,Sports,james andre wilmot,4.0 out of 5 stars,Works for me,"Reviewed in the United States on November 11, 2016",Work For Me
B017OBGRKY,Fantasy Football,Sports,Amazon Customer,5.0 out of 5 stars,Love it,"Reviewed in the United States on November 19, 2016",Nice
B07QCFFR6H,Fantasy Racing Tips by Race4thePrize,Sports,Zachary Lee McLean,5.0 out of 5 stars,good stuf,"Reviewed in the United States on April 13, 2019",pearce might be a tool but hes funny and i love his takes on nascar and the state of nascar.  he should be ceo of nascar
B01N08O7RU,Baseball Facts,Sports,Staci Kruse,5.0 out of 5 stars,Good facts,"Reviewed in the United States on December 1, 2016",This app gives great facts about baseball. I think I've gotten smarter
B076JQWSRM,MMA trivia,Sports,Chris,2.0 out of 5 stars,"Repeats questions, keeps dropping","Reviewed in the United States on November 26, 2017",I was only able to get through 1 out of 3 sessions (each session is 5 questions). Of the 3 times the questions were repeated and twice it crashed.
B075ZPFNG1,Soccer Facts,Sports,Dad,5.0 out of 5 stars,soccer facts,"Reviewed in the United States on April 12, 2019",it lit
B01MR7IBZL,Yankees Baseball Unauthorized Trivia,Sports,Ask Alexa Triva,5.0 out of 5 stars,Great Fun!,"Reviewed in the United States on April 1, 2019",I play this with my kids! Great way to learn more about baseball.
B01MR7IBZL,Yankees Baseball Unauthorized Trivia,Sports,Amazon Customer,1.0 out of 5 stars,Wrong Answer,"Reviewed in the United States on April 28, 2018","Mickey Mantle played his whole career as a Yankee, not Babe Ruth.  Ruth played for the Red Sox before he was traded to the Yankees."
B01DEA97CE,Calling the Hogs,Sports,John,3.0 out of 5 stars,Cool idea,"Reviewed in the United States on July 22, 2016","Cool idea, wish Alexa could do the call/chant in the same tone and pace as in real life. Not a Razorback fan, but this is a cool thing to show off to fellow CFB fans."
B01DEA97CE,Calling the Hogs,Sports,Kindle Customer,1.0 out of 5 stars,Sounds Terrible,"Reviewed in the United States on January 2, 2017",I am an ardent Razorback fan; this has the correct words but sounds nothing like a genuine Hog Call.
B01DEA97CE,Calling the Hogs,Sports,marshall w.,3.0 out of 5 stars,Let's Call Those Hogs!,"Reviewed in the United States on August 27, 2016",Great start but do wish she would call those hogs in the natural way we call them in IRL. CANT WAIT FOR VERSION 2.0
B01DEA97CE,Calling the Hogs,Sports,Amazon Customer,1.0 out of 5 stars,Not our call.,"Reviewed in the United States on July 2, 2017",Love this skill but this sounds nothing like our hog call. Please correct or give us the ability to record our own hog call!!!
B01DEA97CE,Calling the Hogs,Sports,$,1.0 out of 5 stars,Waste of time,"Reviewed in the United States on December 30, 2017",Would be better if it just played one of the millions of recordings of the actual call
B01DEA97CE,Calling the Hogs,Sports,Todd garrett,1.0 out of 5 stars,WRONG,"Reviewed in the United States on January 1, 2017",Get it right!!!!
B01DEA97CE,Calling the Hogs,Sports,Connico,1.0 out of 5 stars,At least have her pronounce it right!,"Reviewed in the United States on January 24, 2018",That just really sucked big time! Needs MAJOR work!
B01DEA97CE,Calling the Hogs,Sports,eajones_WJ,1.0 out of 5 stars,Fix it please!,"Reviewed in the United States on August 19, 2017",PLEASE!
B01DEA97CE,Calling the Hogs,Sports,Kelly,1.0 out of 5 stars,Disappointing,"Reviewed in the United States on December 7, 2017",Sad...
B01DEA97CE,Calling the Hogs,Sports,Amazon Customer,1.0 out of 5 stars,Dud,"Reviewed in the United States on December 31, 2017",How about playing a hog call from a game?
B01DEA97CE,Calling the Hogs,Sports,Jermel,1.0 out of 5 stars,Please update.,"Reviewed in the United States on December 31, 2017","Please update soon. How about a snippet from an actual game. However, I admire the effort."
B01DEA97CE,Calling the Hogs,Sports,Chelsea Sloneker,1.0 out of 5 stars,That’s it....?,"Reviewed in the United States on January 16, 2018",Impressed to see it as an option. The delivery is comical.
B01DEA97CE,Calling the Hogs,Sports,The Wrights,5.0 out of 5 stars,Works for this Razorback Fan,"Reviewed in the United States on April 3, 2016","Good start, could use some fine tuning. But, hey, she can call those hogs!"
B01DEA97CE,Calling the Hogs,Sports,T. Box,1.0 out of 5 stars,Whiskey Tango Foxtrot,"Reviewed in the United States on April 3, 2016","It's thanks to mindless 'apps' like this we begin to realize that anyone can create an Alexa skill.I can't wait for Alexa to empower us with a trash bin category for stuff like this.I mean, it's great that adolescents can play with the tech but, please don't approve such nonsense for broad distribution. This skill was presented at the top of my Alexa skills list today with only two reviews!Team Alexa: please improve relevance and quality of the skills you promote. Thx"
B01DEA97CE,Calling the Hogs,Sports,Gretchen Cellers,1.0 out of 5 stars,"If you can't do it right, don't do it at all.","Reviewed in the United States on August 1, 2017",Sounds nothing like the way we call the hogs :(
B01DEA97CE,Calling the Hogs,Sports,Ray in CT,1.0 out of 5 stars,Dumb,"Reviewed in the United States on April 15, 2016",Not at all what I thought it was
B01DEA97CE,Calling the Hogs,Sports,C.R. Salcedo,5.0 out of 5 stars,WPS,"Reviewed in the United States on April 2, 2016",Go Razorbacks
B01DEA97CE,Calling the Hogs,Sports,Maddy Lovaas,5.0 out of 5 stars,WPS,"Reviewed in the United States on July 18, 2016",Love it!
B01M28LSPT,Slapshot,Sports,Pamela Church,1.0 out of 5 stars,Zilch,"Reviewed in the United States on December 6, 2016","Alexa doesn't catch the team name, then when repeated, does nothing."
B07BH5B8Q7,Sachin Sachin Chanting,Sports,Alexander,5.0 out of 5 stars,Five Stars,"Reviewed in the United States on March 18, 2018",Nice!
B01LXT8OO6,Yahoo Fantasy Football,Sports,DB7,4.0 out of 5 stars,Has the potential to be amazing,"Reviewed in the United States on November 8, 2019","Has the potential to be amazing. Still a bit buggy and takes too long to get simple questions answered. I wish they had a quick way to get you stats for a player without all the prompts. Also, It would be nice if I could ask it more concise commands like ""Is Billal Powell available in my 'X' league?"" Right now I have to wait for her to welcome me, confirm the league name I'm using and then ask her the question. Also sometimes if the player's name isn't recognized it just does the very annoying, Alexa silent fail, which you only notice if you can see the device."
B01LXT8OO6,Yahoo Fantasy Football,Sports,Keith C. Ward,1.0 out of 5 stars,If you have more than ONE FF team it's more trouble then it's worth.,"Reviewed in the United States on November 8, 2019","Easier to just go online, trust me..."
B01LXT8OO6,Yahoo Fantasy Football,Sports,Alex M,5.0 out of 5 stars,"So Far, So Amazing","Reviewed in the United States on September 9, 2017",Just got an Echo Dot yesterday and still learning all the cool features with this definitely being one of them! I like how interactive it is and definitely surprised by the amount of information is relays which goes above and beyond just saying the current score. I will update my review as the season progresses to reflect my feedback when necessary!
B01LXT8OO6,Yahoo Fantasy Football,Sports,zach smith,3.0 out of 5 stars,Schedule is wrong,"Reviewed in the United States on September 21, 2018",It does not have the teams playing this week right but it did link with my account and is kinda cool still has a few bugs
B01LXT8OO6,Yahoo Fantasy Football,Sports,Joe Morphew,1.0 out of 5 stars,Doesn't work,"Reviewed in the United States on November 11, 2018","Doesn't work, just keeps saying you need to be in head to head league even though I am."
B01LXT8OO6,Yahoo Fantasy Football,Sports,Greg Halliday,1.0 out of 5 stars,Yahoo fantasy football,"Reviewed in the United States on August 29, 2019",I cant even find the feature to enable.it. doesnt work
B01LXT8OO6,Yahoo Fantasy Football,Sports,T. Zeigler,5.0 out of 5 stars,Works As Expected,"Reviewed in the United States on October 31, 2016",This skill worked really well for me after initial setup. I had no issues linking my account and I was very surprised at how detailed the information was when asking for an update.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Amazon Customer,5.0 out of 5 stars,Great addition!,"Reviewed in the United States on October 10, 2016","What an easy way to check my scores while games were in progress.  I love just asking my Echo for an update without having to take my eyes off the game.  If only the Chargers would start playing as well as this, I'd be a happy man!"
B01LXT8OO6,Yahoo Fantasy Football,Sports,Scott Maciejewski,1.0 out of 5 stars,It's 2017-2018 Season Alexa,"Reviewed in the United States on September 8, 2017",Still giving updates from last season and week one of the 2017 - 2018 season is underway. Huh?
B01LXT8OO6,Yahoo Fantasy Football,Sports,Kenny L,1.0 out of 5 stars,Used to work,"Reviewed in the United States on October 23, 2017",Used to work last season. Now just tells me I need to set up a head to head league when I'm already in one
B01LXT8OO6,Yahoo Fantasy Football,Sports,Amazon Customer,5.0 out of 5 stars,A1,"Reviewed in the United States on December 12, 2018",Very good skill. Works great.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Sandyrat,5.0 out of 5 stars,Impressive,"Reviewed in the United States on November 10, 2017","Linked the account, asked Alexa, got all the info that I would normally get by logging on.  I am impressed and I would recommend this skill."
B01LXT8OO6,Yahoo Fantasy Football,Sports,Chad P,3.0 out of 5 stars,Can only do 1 team.,"Reviewed in the United States on October 9, 2016",It's ok if you only have 1 team. Good breakdown of stats. Wish I could link up my other ff team. If anyone knows how let me know
B01LXT8OO6,Yahoo Fantasy Football,Sports,J. S. Swift,5.0 out of 5 stars,Love this!,"Reviewed in the United States on October 21, 2016","I just installed this and love it! You need to say &quot;Yahoo Fantasy Football&quot; to get it to work. I just got my matchup info which included score, rankings for me and my opponent and who our highest scoring players are. Pretty great!"
B01LXT8OO6,Yahoo Fantasy Football,Sports,Rain City,5.0 out of 5 stars,Awesome!!,"Reviewed in the United States on October 8, 2016",Awesome!  I don't have to put down my beer!!
B01LXT8OO6,Yahoo Fantasy Football,Sports,Ryan Wensley,1.0 out of 5 stars,Useless,"Reviewed in the United States on September 26, 2021",Does not work.  Period
B01LXT8OO6,Yahoo Fantasy Football,Sports,Jersey Boy,5.0 out of 5 stars,"Limited functions, but works well even for multiple teams","Reviewed in the United States on December 4, 2016","This skill can tell you about your head-to-head matchup, give you a score update, League standings and information about specific players. It does work for multiple Yahoo fantasy football teams. It took awhile to figure it out - just say "" change team"" as a command and it will cycle through the different Yahoo fantasy football teams you have. Overall I think it's pretty good it's nice just ask Alexa for a score update without having to look at it on a phone or computer."
B01LXT8OO6,Yahoo Fantasy Football,Sports,Rafael A. Rosario,5.0 out of 5 stars,Lots of info,"Reviewed in the United States on December 7, 2016",Great skill.  Sometimes a bit to much info.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Lloyd Wood Luck,3.0 out of 5 stars,Can't Link Account,"Reviewed in the United States on October 14, 2016","Seems like it may be a cool skill, but i can't link my account because I have to go to the Yahoo app to verify login and when I come back it is on the home screen. That's probably a problem with the Alexa iOS app, but should have been thought about. I'll have to try to link my account from my computer"
B01LXT8OO6,Yahoo Fantasy Football,Sports,a,5.0 out of 5 stars,Great addition,"Reviewed in the United States on November 5, 2016",Worked very well. It easily let me choose which of my teams to link to. The voice menu is logical and easy to navigate. Won't replace the Yahoo FF app but a fun and useful companion.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Amazon Customer,1.0 out of 5 stars,Wow what garbage,"Reviewed in the United States on August 30, 2021",If you play fantasy DO NOT download this
B01LXT8OO6,Yahoo Fantasy Football,Sports,hilleajm,1.0 out of 5 stars,Please Fix This Feature!,"Reviewed in the United States on November 30, 2016","I've tried multiple times to get this feature to work, but keep coming up with nothing.  I thought disabling and then re-linking the feature would help, but I keep getting the same reaults....Alexa says she doesn't know or can't find anything and I should try the Bing button she put on my home page."
B01LXT8OO6,Yahoo Fantasy Football,Sports,Jamie Shannon Pittas,4.0 out of 5 stars,More teams and sports,"Reviewed in the United States on December 4, 2016",Add fantasy hockey and make it easier to see the scores for owners of multiple teams
B01LXT8OO6,Yahoo Fantasy Football,Sports,Travis Swingle,1.0 out of 5 stars,Multiple Teams,"Reviewed in the United States on November 3, 2016",Got very excited about this but it doesn't work. Is that maybe because I have more then one Yahoo team?
B01LXT8OO6,Yahoo Fantasy Football,Sports,Amazon Customer,1.0 out of 5 stars,Yahoo finds it suspicious,"Reviewed in the United States on November 23, 2016",Yahoo registered my use of this as suspicious and made me change my long used password.
B01LXT8OO6,Yahoo Fantasy Football,Sports,TxToughGrl,5.0 out of 5 stars,Finally a skill for me!,"Reviewed in the United States on October 22, 2016","I play on two different leagues and she asks which one I want to use. Love love love love this skill! The only thing that would make it better,  if Alexa could fix my roster."
B01LXT8OO6,Yahoo Fantasy Football,Sports,Bogart,2.0 out of 5 stars,I would wanna be cautious with yahoo account in Alexa,"Reviewed in the United States on October 11, 2016",I'll check on my Y! Account first before logging it in with Alexa.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Greg H.,5.0 out of 5 stars,Excellent skill!,"Reviewed in the United States on October 9, 2016",Awesome skill! I can't wait to use it all day today to check the score of my game. So much easier than checking my phone every 5 minutes.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Ian,1.0 out of 5 stars,Stopped Working,"Reviewed in the United States on October 22, 2017",Doesn't recognize my head to head league. Just tells me I'm not in one.
B01LXT8OO6,Yahoo Fantasy Football,Sports,mc,5.0 out of 5 stars,Great skill!,"Reviewed in the United States on October 9, 2016",Awesome skill!
B01LXT8OO6,Yahoo Fantasy Football,Sports,Kyllan,1.0 out of 5 stars,*tap tap* is this thing on?,"Reviewed in the United States on October 15, 2016",Doesn't even recognize the command. Might be nice if it actually worked
B01LXT8OO6,Yahoo Fantasy Football,Sports,Rachael W.,4.0 out of 5 stars,Very cool!,"Reviewed in the United States on November 27, 2016",Is very accurate and well spoken. Can tell you your stats as well as any player in the fantasy or NFL.
B01LXT8OO6,Yahoo Fantasy Football,Sports,benmettler,1.0 out of 5 stars,Head to head,"Reviewed in the United States on November 12, 2017",I'm in a head to head league. Just tells me I'm not and doesn't work.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Scarlet and Gray,5.0 out of 5 stars,Awesome!,"Reviewed in the United States on October 7, 2016",I will use all weekend.
B01LXT8OO6,Yahoo Fantasy Football,Sports,The BaldMan,2.0 out of 5 stars,Need multiple account support,"Reviewed in the United States on October 11, 2016",Multiple people play. Need to have multiple accounts able to be linked otherwise it's basically useless for us.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Local Man,5.0 out of 5 stars,Easy update,"Reviewed in the United States on October 30, 2016","I had no problems linking my account. I asked for an update, Alexander gave me some options, and then gave a nice summary of how my team was doing against the opponent.  Very nice!"
B01LXT8OO6,Yahoo Fantasy Football,Sports,J. Speak,1.0 out of 5 stars,Doesn't work at all for me,"Reviewed in the United States on November 21, 2016",Won't activate when saying &quot;ask yahoo fantasy football about&quot; and any modifier. Have unlinked and relinked multiple times
B01LXT8OO6,Yahoo Fantasy Football,Sports,Dennis goss,5.0 out of 5 stars,Great,"Reviewed in the United States on October 16, 2017",Easy to use
B01LXT8OO6,Yahoo Fantasy Football,Sports,Chetan,5.0 out of 5 stars,Great addition to my Sunday!,"Reviewed in the United States on October 9, 2016","Brilliant! Easy to ask Alexa for updates. So nice I can ask about players too.Not sure why other people say it doesn't work, it works for me.It's brilliant!"
B01LXT8OO6,Yahoo Fantasy Football,Sports,havefuninlife,3.0 out of 5 stars,Doesn't support Pro Football Pick'em,"Reviewed in the United States on October 8, 2016",Unfortunately it doesn't work with the Pro Football Pick'em in Yahoo Fantasy Football. Oh well.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Octavio Menocal,5.0 out of 5 stars,Really cool,"Reviewed in the United States on October 10, 2016",Best skill ever !! It's really easy to authenticate and I get my statistics in real time
B01LXT8OO6,Yahoo Fantasy Football,Sports,Eric,1.0 out of 5 stars,Ehh,"Reviewed in the United States on October 17, 2016",Doesn't work well if you are signing in with your iPhone. Yahoo sends code to confirm account but switching apps cancels the confirmation process.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Cary Chan,1.0 out of 5 stars,"Not working yet, I guess ...","Reviewed in the United States on October 22, 2016","They welcome me to fantasy football. Before we can start you need to pick a team, they pick one and ask if I want to use it, I say yes, then it ask me again, I answer yes, and they keep asking me over and over again. It's endless going nowhere ."
B01LXT8OO6,Yahoo Fantasy Football,Sports,Ron C,1.0 out of 5 stars,Not working,"Reviewed in the United States on October 8, 2016",Not working for me.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Amazon Customer,1.0 out of 5 stars,Frustra,"Reviewed in the United States on October 10, 2016",Tried several times to get it to link... Alexa states I'm linked but when I ask any questions it states I'm not linked and directs me back to the main link page. Frustrat
B01LXT8OO6,Yahoo Fantasy Football,Sports,L.B. ,5.0 out of 5 stars,Awesome,"Reviewed in the United States on October 21, 2017",Love it
B01LXT8OO6,Yahoo Fantasy Football,Sports,Callie,1.0 out of 5 stars,No response,"Reviewed in the United States on October 18, 2016",I want to know my score....
B01LXT8OO6,Yahoo Fantasy Football,Sports,OnlyTrueReview,5.0 out of 5 stars,Totally works now!,"Reviewed in the United States on October 9, 2016","I first reviewed it thinking it didn't work but you have to say ""Alexa Open Yahoo Fantasy Football"" and it works."
B01LXT8OO6,Yahoo Fantasy Football,Sports,AMH,5.0 out of 5 stars,Hope it'll help me win more games!,"Reviewed in the United States on October 7, 2016",This is so great! Love football and love Alexa.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Amazon Customer,5.0 out of 5 stars,Five Stars,"Reviewed in the United States on October 8, 2016",great!
B01LXT8OO6,Yahoo Fantasy Football,Sports,Lord Fishbottom,3.0 out of 5 stars,"nice, almost there","Reviewed in the United States on October 9, 2016","It's okay.  Found out I could switch to a third or more team by responding ""No"" to the first team named."
B01LXT8OO6,Yahoo Fantasy Football,Sports,Joseph Silva III,4.0 out of 5 stars,Useful!,"Reviewed in the United States on October 8, 2016",This is a well made Alexa skill.
B01LXT8OO6,Yahoo Fantasy Football,Sports,CRC1,1.0 out of 5 stars,Doesn't work,"Reviewed in the United States on October 8, 2016",Alexa doesn't respond to requests.
B01LXT8OO6,Yahoo Fantasy Football,Sports,RAD1,4.0 out of 5 stars,Works great,"Reviewed in the United States on October 10, 2016",Works great
B01LXT8OO6,Yahoo Fantasy Football,Sports,Jasmine M. Nevitt,1.0 out of 5 stars,Trouble signing in,"Reviewed in the United States on December 24, 2016","Trying to Sign in for the first time. But the App won't recognize my email, and when directed to using my #. It freezes up??"
B01LXT8OO6,Yahoo Fantasy Football,Sports,Rich Zuvella,1.0 out of 5 stars,Doesn't work,"Reviewed in the United States on October 9, 2016",Doesn't work
B01LXT8OO6,Yahoo Fantasy Football,Sports,J. Connor,1.0 out of 5 stars,Skill won't enable,"Reviewed in the United States on October 8, 2016","I enable the skill and login successfully, but I can't get the skill to work through Alexa. She keeps saying I need to enable the skill and pushes a card to enable except I've already enabled... Round and round we go."
B01LXT8OO6,Yahoo Fantasy Football,Sports,MarkR,1.0 out of 5 stars,Doesn't work,"Reviewed in the United States on October 7, 2016",Doesn't work.
B01LXT8OO6,Yahoo Fantasy Football,Sports,Amazon Customer,1.0 out of 5 stars,"Does not support Points league type, only Head to Head","Reviewed in the United States on October 8, 2016","Does not support Points leagues, only Head to Head leagues.Unfortunately I am only in a Points league in Yahoo."
B01LXT8OO6,Yahoo Fantasy Football,Sports,selena,1.0 out of 5 stars,Add ESPN Fantasy. ....,"Reviewed in the United States on October 11, 2016",How about being able to link ESPN Fantasy team? ?
