skillid,skillname,category,reviewer,star,title,date,content
B07NCKMQF5,Big Yellow Sticky,Business & Finance,N. Loper,5.0 out of 5 stars,Great conversation starters,"Reviewed in the United States on February 4, 2019","If you want to flex — or retrain your atrophied — creative muscles, Don is definitely worth paying attention to. I like the quick Big Yellow Sticky ideas as part of my flash briefing. Always entertaining and thought-provoking. Keep 'em coming!"
B07MCBHWRD,Massachusetts Real Estate Listings,Business & Finance,mike,5.0 out of 5 stars,great listing and other i formation,"Reviewed in the United States on January 12, 2019","this briefing is great, it has short digestible information on listings read by an entertaining realtor in eastern-central mass! ive added it to my daily flash briefing!"
B07M7K5CJ2,David Killinger - Carbon Valley Real Estate,Business & Finance,Kristen Strecker,5.0 out of 5 stars,Great experience,"Reviewed in the United States on February 23, 2019",As first time home buyers David made the process for us incredible. He guided us through the entire process and answered our questions without ever being pushy. Grateful we found someone so accommodating! I'd highly recommend working with him!
B07M7K5CJ2,David Killinger - Carbon Valley Real Estate,Business & Finance,Whitney,5.0 out of 5 stars,Highly recommend David!,"Reviewed in the United States on February 20, 2019",David was so knowledgeable and willing to help us at anytime with anything.  It was so nice to actually have a realtor that had our best interest at heart.  We would absolutely recommend him and we will use him again in the future.
B07M7K5CJ2,David Killinger - Carbon Valley Real Estate,Business & Finance,Victoria,5.0 out of 5 stars,COOL APP,"Reviewed in the United States on May 7, 2020",Rare last name unless your in Pennsylvania.
B07M7K5CJ2,David Killinger - Carbon Valley Real Estate,Business & Finance,Brian,5.0 out of 5 stars,Highly recommended,"Reviewed in the United States on March 2, 2019","Dave is a hard-working, honest, and committed individual. We’d highly recommend him to help find the right home. He’ll make sure everything is up to expectations."
B07M7K5CJ2,David Killinger - Carbon Valley Real Estate,Business & Finance,Jason Johnson,5.0 out of 5 stars,David is very supportive of his clients needs!,"Reviewed in the United States on February 21, 2019",David is so easy to work with and you know he will take care of all your needs!
B07M7K5CJ2,David Killinger - Carbon Valley Real Estate,Business & Finance,Andrew Covey,5.0 out of 5 stars,Great agent!,"Reviewed in the United States on February 19, 2019",Excellent to work with!
B07M896VMR,Digital Presence Cast - Aaron Mendlowitz,Business & Finance,Aaron Mendlowitz ,5.0 out of 5 stars,great nee start!,"Reviewed in the United States on December 20, 2018",love this brief and enternaing daily podcast!
B07MJP9BQ4,2 Minutes for W2 Capitalists,Business & Finance,Jason DiClemente,5.0 out of 5 stars,Miracle Morning,"Reviewed in the United States on January 20, 2019",Great add to my Echo! I cant wait to make this a part of my miracle morning! Thanks Jay!
B07MJP9BQ4,2 Minutes for W2 Capitalists,Business & Finance,John,5.0 out of 5 stars,The future of multifamily is here,"Reviewed in the United States on January 17, 2019",Love this and can't wait for the additional content that is coming with this.
B07MJP9BQ4,2 Minutes for W2 Capitalists,Business & Finance,Roger Jacobsen,5.0 out of 5 stars,Great App,"Reviewed in the United States on January 21, 2019",Having quick news for Investing is so vital. i look forward to catching this every morning!
B07L2S344W,SpaceTech Daily,Business & Finance,Jane,5.0 out of 5 stars,Only listened once but love it,"Reviewed in the United States on February 27, 2020","I will have to update this review because I only listened to this once but had the web page opened and had to tell you about this skill.  I enabled and disabled about 10 space news skills before finding this one.  It really had news not just headlines and stuff I didn't know.  I really wanted to know what companies and government's were doing in space.  I really wanted to know about the race to the Moon and who was doing what.  This skill was obviously written by a paeson and did not just give a teaser with no information.  It told about China landing on the dark side of the moon but didn't stop there.  It listed the instruments which us techs know what could be done and also gave the non-techs objectives in the biological world like the probe took seeds to plant to see if we can grow things with lunar soil.  It said more in a very quick space of time which is harder than you would think.  I actually wish it went further in deapth but realice that this is a flash breafing.  Giving this criteria I wish it told me where to go (Podcast or web) to ge more info.  I hope that this brief doesn't say this same things every day (not updated) which I have run into but if it changes every few days I will be satisfied.  I can always say, ""Next"" to skip to my newt flash briefing."
B07L69GWJS,Kentucky Mortgage Lender,Business & Finance,TKL,5.0 out of 5 stars,Great info!!,"Reviewed in the United States on December 7, 2018",Gre
B07MCWXJMP,European Marketing Flash Briefing,Business & Finance,"Paul Fleming, (pfleming@bvirtual.com)",5.0 out of 5 stars,European Innovation: Cutting-Edge & Concise,"Reviewed in the United States on January 15, 2019","Cutting-edge cases from Europe, that we host from one of Europe’s major Innovation Hubs, Barcelona!"
B07N6D2XM5,Rules of the Richest,Business & Finance,Cole James Winsness,5.0 out of 5 stars,It helps me be the best entrepreneur I can be.,"Reviewed in the United States on February 16, 2019",The quick and inspirational quotes really start my day off right.
B072F2533G,Marketplace,Business & Finance,G. Jackson,1.0 out of 5 stars,Broken,"Reviewed in the United States on June 17, 2019",Keeps playing the same content (day) every day. Will have to disable as I did Marketplace Tech.
B072F2533G,Marketplace,Business & Finance,TeePanic,1.0 out of 5 stars,Broken,"Reviewed in the United States on June 19, 2019",This has been broken and repeating the same show for several weeks now. What gives?
B072F2533G,Marketplace,Business & Finance,LSJ,2.0 out of 5 stars,Droping stars due to techno glitch,"Reviewed in the United States on June 21, 2019",same podcast from May 16 plays daily. I can repeat the news on my sleep. please correct podcast issue.
B072F2533G,Marketplace,Business & Finance,Jim Hess,5.0 out of 5 stars,Reasoned incite,"Reviewed in the United States on February 7, 2019",Even if you don't agree with all the content. At least you get to understamd the view. If its really that bad why are you listening.
B072F2533G,Marketplace,Business & Finance,Linda L Hinkel,2.0 out of 5 stars,Playing the same thing for several weeks,"Reviewed in the United States on June 9, 2019",I liked the content but they don't update it enough so it's not something I would recommend for your news brief rotation if you listen to the news daily or even weekly.  I heard the same news everyday for weeks and finally had enough.  I have since disabled the skill.
B072F2533G,Marketplace,Business & Finance,Jackie,5.0 out of 5 stars,One of the best daily listens,"Reviewed in the United States on January 4, 2019",Marketplace is a great resource for the synapses of the day’s market and fiscal climate.
B072F2533G,Marketplace,Business & Finance,Kevin Groen,1.0 out of 5 stars,repeats episodes,"Reviewed in the United States on July 23, 2019","my favorite NPR show and its ruined.  over July 4th weekend they played 18 repeat episodes.  i look forward to this, i hope it gets fixed soon"
B072F2533G,Marketplace,Business & Finance,Amazon Customer,5.0 out of 5 stars,Disabled skill to get latest Marketplace episodes,"Reviewed in the United States on August 12, 2019","After frustration with Alexa playing old Marketplace episodes, I disabled then re-enabled the Marketplace skill and it worked perfectly for me. I hope this helps someone."
B072F2533G,Marketplace,Business & Finance,Ronald S.,3.0 out of 5 stars,repeat is bad,"Reviewed in the United States on July 4, 2019",good show when you get daily shows but the same show repeats itself since may 14 on flash breifing. works fine if you ask alexa to play marketplace normaly.
B072F2533G,Marketplace,Business & Finance,Jimbo,5.0 out of 5 stars,My favorite Flash Briefing,"Reviewed in the United States on August 5, 2021","Quick updates that add context to today’s business news headlines. Kai Ryssdal has a great voice that, even when I’m not particularly interested in the subject, makes me feel engaged just by his delivery."
B072F2533G,Marketplace,Business & Finance,David A. Jennette,5.0 out of 5 stars,Great resource,"Reviewed in the United States on April 3, 2018",Perfect for a great analysis of today's economic headlines. One day behind but always on top.
B072F2533G,Marketplace,Business & Finance,Jon C,1.0 out of 5 stars,"broken, repeating old episode","Reviewed in the United States on July 4, 2019","Great show, terrible Alexa skill because it keeps repeating the same episode for months on end."
B072F2533G,Marketplace,Business & Finance,Raychel,1.0 out of 5 stars,no news since March 17,"Reviewed in the United States on August 23, 2019","dont get it. the organization forgot their password, lol"
B072F2533G,Marketplace,Business & Finance,Dad of Three,1.0 out of 5 stars,chit chat and ONE story!!,"Reviewed in the United States on December 14, 2020",waste of time. schweatty balls.
B072F2533G,Marketplace,Business & Finance,Chuco40,1.0 out of 5 stars,Too biased,"Reviewed in the United States on June 23, 2021",It seems every business story revolves around the “woke” agenda. I used to love this show but now seems too political.
B072F2533G,Marketplace,Business & Finance,Joolz,1.0 out of 5 stars,groundhog day,"Reviewed in the United States on August 12, 2019","the May 17th podcast has replayed every day for a while now. too bad.. i like Marketplace, but not just May 27.  im disabling this now."
B072F2533G,Marketplace,Business & Finance,Edward E.,5.0 out of 5 stars,Parlor People Complaining; LOL!,"Reviewed in the United States on July 13, 2021",the parlor folks should stay with their app for their “news” source. this app provides insight into the marketplace.
B072F2533G,Marketplace,Business & Finance,Bobby T,1.0 out of 5 stars,Content is 2 months old!,"Reviewed in the United States on July 27, 2019",The content is over 2 months old.  please fix this skill!
B072F2533G,Marketplace,Business & Finance,Dan,1.0 out of 5 stars,not working,"Reviewed in the United States on May 24, 2019",no longer working
B072F2533G,Marketplace,Business & Finance,J. wool,1.0 out of 5 stars,Very politically bias!,"Reviewed in the United States on October 22, 2018","Very politically bias; always bashing Trump in any way possible, even with this economy. All doom and gloom if Trump continues... The CNN of Alexa Skills, sad!"
B072F2533G,Marketplace,Business & Finance,Kevin,1.0 out of 5 stars,Trump,"Reviewed in the United States on January 20, 2019",Stop Bashing our President
B07MVXPCCK,Bennie Chukwurah - 77407 Real Estate,Business & Finance,Ike,5.0 out of 5 stars,"Great agent, kind and caring for her clients","Reviewed in the United States on February 27, 2019","Bennie is an amazing agent and lady, very helpful.  From the beginning of our buying to the end even gave us a free moving truck and helped us move. The loan process she was involved doing everything and following up with our lender. She is great person and amazing at her job."
B07MVXPCCK,Bennie Chukwurah - 77407 Real Estate,Business & Finance,Mr. G M Yobo,5.0 out of 5 stars,She’s the best,"Reviewed in the United States on February 27, 2019","I like everything about Bennie to me and my family she’s the best out there. She’s courteous, very professional, caring, pays attention to the client and above all she’s on top of her game. She calls at the appropriate time for follow-up and she’s not a bug-a-boo like some agents do. I refers her daily"
B07MVXPCCK,Bennie Chukwurah - 77407 Real Estate,Business & Finance,Amazon Customer,5.0 out of 5 stars,Very knowledgeable,"Reviewed in the United States on February 28, 2019",If you are looking to buy or sell your house 🏡Look no further because She is the best among her equals. Very knowledgeable and will guide you appropriately.Am glad she’s my realtor 💕
B07MVXPCCK,Bennie Chukwurah - 77407 Real Estate,Business & Finance,Isioma Agboli,5.0 out of 5 stars,Great agent!,"Reviewed in the United States on March 4, 2019",She did an excellent job as our agent! Worked tirelessly and provided great information for our home! Great personality and easy to work with!
B07MVXPCCK,Bennie Chukwurah - 77407 Real Estate,Business & Finance,Osita,5.0 out of 5 stars,Empathy at cusromer relationships,"Reviewed in the United States on March 4, 2019",She followed up the customer  for.maximum.satisfaction and value
B07MVXPCCK,Bennie Chukwurah - 77407 Real Estate,Business & Finance,Isaac Olasehinde,5.0 out of 5 stars,She someone to always work with and be with,"Reviewed in the United States on February 28, 2019",She is great! Hard work and makes things works
B07MVXPCCK,Bennie Chukwurah - 77407 Real Estate,Business & Finance,Nneamaka franca Okolie,5.0 out of 5 stars,shopping,"Reviewed in the United States on February 27, 2019",everything good about it is what I like
B07MVXPCCK,Bennie Chukwurah - 77407 Real Estate,Business & Finance,tundebayo,5.0 out of 5 stars,Her services is superb.,"Reviewed in the United States on February 27, 2019",Bennie is a great customer care service. She fought for the best and save me alot of money.
B07MVX1D3C,Violet Gonzalez - Houston Real Estate,Business & Finance,Amazon Customer,5.0 out of 5 stars,One of the Best Realtors in Houston,"Reviewed in the United States on February 22, 2019",Violet has been a Realtor for over 12 years and her clients have always been appreciative of their experience. Call Violet as her Broker she has shown Honesty & Integrity
B07MVWQKLF,Toke Ettehadieh - Houston Real Estate,Business & Finance,Payam,5.0 out of 5 stars,Best Realtor in Houston,"Reviewed in the United States on January 22, 2019","Best Realtor in Houston.  I first met Toke as a new resident to Houston and was looking for a lease. Quickly she located several options in my area and price point. In fact; the 3rd property was great,but she would not let me move on it! Instead she insisted I view the other 3 options so I could make the best informed decision. Naturally I called her when I was ready to buy. Another exceptional experience. If you want an agent that puts you above personal interests, honest and dedicated...you call Toke."
B07MVWQKLF,Toke Ettehadieh - Houston Real Estate,Business & Finance,HotNHouston,5.0 out of 5 stars,Most trustworthy Realtor!,"Reviewed in the United States on January 25, 2019","Toke is the absolute best!  My mother decides to sell her property after 40 years. Toke took time out of her busy day to meet my mother at her home. She was extremely patient explaining  the process to my mother. After two weeks on the market and a potential buyer on the hook, my mother decides to stop and not sell. Two months go by,  my mother decides it's time to sell the property, again.  Toke so graciously puts her sign back on the property. Within the first 30 days,  ""Super"" Toke puts on her cape and sells the property for full ask! The highest ""Sold"" property in the  neighborhood.  Toke's honesty and integrity makes her ""Super""!"
B07MVWQKLF,Toke Ettehadieh - Houston Real Estate,Business & Finance,Curtis Swaringam ,5.0 out of 5 stars,Best of the best!,"Reviewed in the United States on January 23, 2019","Toke has been exceptional in her service to me and helped me, an investor, reach new levels of profits by her knowledge within the market.  I have wanted to leave the Houston market for a long while but continue to stay because I don’t think I will find another agent like Toke that will continue my income level the way she has throughout our working relationship.  Literally, there are no words to adequately describe my thanks and gratitude for her friendship and commitment to me and my interests.  Great job always!"
B07MVWQKLF,Toke Ettehadieh - Houston Real Estate,Business & Finance,Amazon Customer,5.0 out of 5 stars,"Toke is always In the Top 5-C21 Agents in Texas in 2014, 2015, 2016, 2017 & 2018","Reviewed in the United States on February 22, 2019","Toke has over 500 reviews in HAR.com, Toke is a pleasure to work with showing incredible attention to detail in getting her clients where they need to be in any real estate sale. She will go above and beyond to assist her clients. Call her to find out why she is so good."
B07L64KVNR,SSML Editor,Business & Finance,Barton,5.0 out of 5 stars,Makes Computer Generated Voice Sound Real,"Reviewed in the United States on June 1, 2019","SSML is a markup language providing enough tools to make voice from text sound real. Yet, memorizing and coding all the tags is typically very time consuming. This editor makes it much easier. I was able to start and finish converting my six paragraph project from text to perfect speech on the day I first learned SSML existed. The editor can make Alexa speak the result, or the finished markup text can be pasted into any SSML player, such as Amazon Polly."
B07L64KVNR,SSML Editor,Business & Finance,Barton,1.0 out of 5 stars,no longer works,"Reviewed in the United States on August 11, 2019","it did work about a week ago. but now all it will say is ""no"". even when trying to play the ""welcome to the world of SSML""."
B07L64KVNR,SSML Editor,Business & Finance,Candance L Springer,4.0 out of 5 stars,"Faster than building your skill to test it, but languages","Reviewed in the United States on June 9, 2020",Faster than building your skill to test what response sounds the most pleasant. But it's available only in English. The voices in other languages read with English accent. I guess it needed to be published in the appropriate region to read with localized text-to-speech.
B07L64KVNR,SSML Editor,Business & Finance,Amazon Customer,5.0 out of 5 stars,Awesome!,"Reviewed in the United States on October 7, 2019",This will help me a lot!  Thanks for all your efforts making this!
B07L64KVNR,SSML Editor,Business & Finance,Brandon Richards,5.0 out of 5 stars,Works as noted,"Reviewed in the United States on August 14, 2019",Just tried it out and it works as intended - thanks for putting this together!
B07L2PYJ7H,The Daily Byte,Business & Finance,Gigantopithecus,1.0 out of 5 stars,Updates?,"Reviewed in the United States on March 1, 2020",Hasn't been updated since September 2019
B07MV2XWXS,Socially Linked,Business & Finance,Art  Melendez,5.0 out of 5 stars,Great information and tips each day!,"Reviewed in the United States on February 10, 2019","Gracie’s flash briefing  is AMAZING. It starts my day off right. I count on her daily briefing to learn more about LinkedIn.  If not for her briefing, I’d be spending a lot of time attempting to figure out how to use LinkedIn or just ignore this business platform.  Thanks Gracie for sharing valuable information!"
B07MV2XWXS,Socially Linked,Business & Finance,Lori R Miller,5.0 out of 5 stars,Great and up to date info!,"Reviewed in the United States on February 15, 2019","This is a great quick hit on what you need to do to stay relevant on LinkedIn. I didn't know LinkedIn had just launched Live video until I heard it here! Keep up the great work, Gracie!"
B07MV2XWXS,Socially Linked,Business & Finance,Donielle Buie,5.0 out of 5 stars,smart and practical help with social media,"Reviewed in the United States on January 23, 2019",This is a very helpful show for those of us trying to figure out best practices when it comes to social media!
B07MV2XWXS,Socially Linked,Business & Finance,Sandie DeMarco,5.0 out of 5 stars,So many valuable tips!,"Reviewed in the United States on February 8, 2019","Gracie delivers actionable steps you can take right away on LinkedIn. LinkedIn can be a great resource if one knows how to use it and I'm thankful Gracie does and that she teaches us daily! Thank you, Gracie!"
B07MMBV6V7,Josh's Daily Challenge,Business & Finance,Kathryn,1.0 out of 5 stars,just dont,"Reviewed in the United States on February 3, 2019",same challenge since i enabled this the 1st week of january. disabled february 2nd. would give 0 stars if i could
B07MHZMNBS,Chandler Real Estate Update,Business & Finance,Tina Ouellette,5.0 out of 5 stars,Good Chandler AZ real estate info,"Reviewed in the United States on January 9, 2019","At first it was just stats, now it is so much more and much better, really enjoying what they are doing"
B07MHZMNBS,Chandler Real Estate Update,Business & Finance,AJ,5.0 out of 5 stars,For chandler home owners/buyers,"Reviewed in the United States on January 9, 2019",I appreciate the Chandler real estate market update
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,DogSlobberererer,1.0 out of 5 stars,Cannot change account that is linked to this skill,"Reviewed in the United States on February 20, 2019","I accidentally linked my PSE&G skill to an old account that is no longer mine. But now I can't unlink that account and relink to a different account. Everytime I try to re-enable the skill, it links automatically to the original account. Basically there is no way to edit the account that is linked and unlinking does not delete the underlying account data."
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,Hobbs,1.0 out of 5 stars,Not 100 percent,"Reviewed in the United States on October 22, 2019",This app is not dependable.
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,dog star,1.0 out of 5 stars,Works 10% of Time,"Reviewed in the United States on November 19, 2020",garbage skill. dont bother
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,Randy Shipper,1.0 out of 5 stars,More trouble than it's worth,"Reviewed in the United States on May 19, 2021","Constant relinking, resetting of pin.ive vone back to writing a paper check and sending it via snail-mail."
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,rick,1.0 out of 5 stars,does not recognize multiple accounts,"Reviewed in the United States on December 27, 2018",does not work
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,Kathy,1.0 out of 5 stars,Linking Issuet.,"Reviewed in the United States on January 19, 2019","Alexa app shows account is linked, however Alexa keeps instrucying me to link the account. when account linked, Alexa is unable to access accout."
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,crinnie,1.0 out of 5 stars,needs constant relinking,"Reviewed in the United States on January 7, 2021","Never launches on first command, constantly needs relinking, tedious repetition to simply pay bills."
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,Tom Philip,5.0 out of 5 stars,Cool Skill,"Reviewed in the United States on January 11, 2019",I was able to check my balance and pay my bill.  Really easy to use.  Good to see my local utility being on the cutting edge of technology!
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,Amazon Customer,5.0 out of 5 stars,Made payment easy than ever,"Reviewed in the United States on January 18, 2019","just ask alexa to pay your bill, save some mouse clicks"
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,greulist,5.0 out of 5 stars,Great App,"Reviewed in the United States on January 3, 2019",great app! i am now able to figure out what my balance is before my bill comes.
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,Desiree Orsino,5.0 out of 5 stars,Quick and Easy to use,"Reviewed in the United States on January 7, 2019","very easy to check balances and make payments, thanks!"
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,Robert Antony,5.0 out of 5 stars,Awesome Skill,"Reviewed in the United States on May 22, 2019",An awesome initiative by PSEG to come up with this skill. It makes my life very easy. I can now securely pay my bills and with voice commands instead using a computer or a mobile device. I hope other companies too follow this path.
B07L3CW41D,PSEG (Public Service Electric and Gas),Business & Finance,C.Cabrera,5.0 out of 5 stars,Works great!!,"Reviewed in the United States on January 3, 2019",I'm able to ask for my account balance and pay my bill!!
B07L41GD7M,SHARP Copier,Business & Finance,The Guitardude,5.0 out of 5 stars,Hands Free Operation,"Reviewed in the United States on May 1, 2020",This app allows me to use the MFP hands-free!
B07L41GD7M,SHARP Copier,Business & Finance,Michael M.,5.0 out of 5 stars,Control my copier by voice.,"Reviewed in the United States on January 11, 2019",Very cool to be able to control the copier by voice.  Easy to use.
B07L5CXTGG,The Entrepreneur's CPA with Trevor McCandless,Business & Finance,uazoybeikvdfew,5.0 out of 5 stars,Very informative,"Reviewed in the United States on December 11, 2018",I love this podcast! It gave me great tips and conveyed them in a way that a non-accountant can easily understand and try.
B07MVX1LZV,Mike Hrezo - Valencia Real Estate,Business & Finance,Ghost Writer in the Sky,5.0 out of 5 stars,Look no further for your realtor. It's Mike!,"Reviewed in the United States on January 18, 2019","We were referred to Mike Hrezo by a realtor in another community. It proved to be an excellent referral.  Not only is he extremely skilled, knowledgeable and personable, but he truly cares about delivering all-around service excellence.Because of him, the transaction was smooth, speedy and effortless.In fact, we were so impressed that we sought Mike's assistance to complete another real estate transaction several years later. Though we were expecting great things, he still managed to wow us.  You may be sure that, should we ever have the opportunity to do another real estate transaction in the Santa Clarita area, Mike will be our first and only call."
B07MVX1LZV,Mike Hrezo - Valencia Real Estate,Business & Finance,DonM,5.0 out of 5 stars,Very knowledgeable about real estate in the Valencia area.,"Reviewed in the United States on January 19, 2019","When my wife and I decided to move to a single story home in the Valencia Mike Hrezo came to our aide.  We met with him and told him what we were looking for in a home.  We were not expecting to find a house meeting our requirements in a short time but within a month Mike found the exact house.  He worked with the seller to negotiate the price, the purchase of some of the fixtures, paintings and yard furniture.  He then moved forward with the purchase with very little work required by us.  He was very professional and knowledgeable of the process.  It was very painless for us.  I would recommend using Mike to anyone selling or buying a house."
