skillid,skillname,category,reviewer,star,title,date,content
B0759KJ8D2,Days Until,Utilities,Pintrader,1.0 out of 5 stars,Very frustrating. Device confirms event setup. Then tells me no events,"Reviewed in the United States on July 7, 2019","Dot confirm she made the countdown calendar. I asked her how many days until ... & she tells me I don't have a countdown calendar I tell her to set a days until event. she says sure what's the event I tell her she repeats it I tell her yes to confirm it she says done but then I go and ask to see it or ask how many days are until that event she tells me I don't have any events. the phrase ""how many days until"" should actually open this skill. .  Too many precise phrases to have to remember.  There should also be a list of countdown calendars I have listed so I can choose the exact phrase I used when I set it up"
B0759KJ8D2,Days Until,Utilities,Nikki,1.0 out of 5 stars,"please fix this horrible skill, I really would like to use it!","Reviewed in the United States on February 26, 2021","There are quite a few of these countdown apps to choose from, why does not a single one work? This one had the best reviews and still does not work. When you create an event, it never ever understands what you want the event to be called. This app is hard to navigate, not user friendly, and just plain frustrating to use. it simply dows not work. The countdown feature was one of the main reasons I got an Alexa."
B0759KJ8D2,Days Until,Utilities,"Joan Reeves, NY Times and USA Today Bestselling Author",5.0 out of 5 stars,Nice timely reminder,"Reviewed in the United States on March 9, 2020","Unlike some users, I had no difficulty with this app. It worked as described. I set up my book deadlines so each day I can ask how many days until (title of book) must be submitted. It's a great reminder that keeps my project always in the forefront of my thoughts. Reviewed it on my blog SlingWords too."
B0759KJ8D2,Days Until,Utilities,Secret,1.0 out of 5 stars,This skill is broken,"Reviewed in the United States on December 25, 2018","The skill is now working properly. i have experienced what most other reviewers have. My activity in the alexa app confirms that the countdown i created was saved successfully. however, when i ask for the countdown alexa says that it does not exist ""cannot find countdown"". please fix the skill."
B0759KJ8D2,Days Until,Utilities,K,1.0 out of 5 stars,No edit or cancel function,"Reviewed in the United States on September 6, 2019","It was easy enough to set up an initial countdown but there is no way to edit a countdown once made. Even worse , you apparently cant delete one either. I have disabled this skill until it is better thought through and developed."
B0759KJ8D2,Days Until,Utilities,Dennis Mueller,5.0 out of 5 stars,good skill! it works fine as long as you treat it like a skill,"Reviewed in the United States on May 27, 2019","as with most skills, you need to “open” the skill to get it to work.  most negative reviews clearly don’t understand the difference between a skill and an Alexa feature. As for the other most common issue, mispronunciation of names, that is a user vs. Alexa problem which has nothing to do with the skill."
B0759KJ8D2,Days Until,Utilities,Amazon Customer,1.0 out of 5 stars,Doesn’t woek,"Reviewed in the United States on March 5, 2018",I was able to create a countdown after 3 attempts of Alexa not getting it right or me not saying it in the right way. But when I would ask Alexa “Alexa ask how many days til (insert event) Alexa would either start to set a new countdown or just light but and go dark.
B0759KJ8D2,Days Until,Utilities,Jeck,3.0 out of 5 stars,It's ok,"Reviewed in the United States on January 19, 2022",The app functions as long as the function is EXACTLY what you wanted it to do. For example - You tell it to create a daily reminder and it does that...  but only starting 10 days before the event.
B0759KJ8D2,Days Until,Utilities,Rebecca Allen,4.0 out of 5 stars,Generally works as expected,"Reviewed in the United States on June 19, 2019","We had some trouble getting it to recognize an existing one, but either my daughter is getting clearer or it is better understanding her. She had fun using it to track when the end of the school year would be."
B0759KJ8D2,Days Until,Utilities,Julie hanson,1.0 out of 5 stars,Can’t get to work,"Reviewed in the United States on May 8, 2018",Alexa asked date and event created it but when asked didn’t understand. Wish it would work would be fun to have this count down till vacation
B0759KJ8D2,Days Until,Utilities,Sandra,5.0 out of 5 stars,FINALLY one that works!,"Reviewed in the United States on December 7, 2019","Tried dozens of others that claimed to track my events, then wouldn't let me enter my own. THIS ONE WORKS PERFECTLY! Also, another review mentioned that it would be helpful to add a time along with the date - that reviewer needs ""Reminders"" skill, but if you want to enter a friend's visit, upcoming vacations and birthdays, niece's wedding etc... just create a countdown then ask days until! 👍"
B0759KJ8D2,Days Until,Utilities,Trish87109,1.0 out of 5 stars,USELESS - Would like to give ZERO stars,"Reviewed in the United States on July 27, 2019",I tried to do a countdown for a date in 2023. it wouldn't let me get beyond 2020. as soon as I said 20 20 it would not let me say three. then it's sad it was going to start a countdown for the given date in 2020 and asked if that was correct. I said now and she went ahead and created the countdown.
B0759KJ8D2,Days Until,Utilities,DP,1.0 out of 5 stars,No Good,"Reviewed in the United States on October 30, 2018","Could not get it to work.  Can get the vacation, and date set up, but then Alexa can never find it. Deleted skill."
B0759KJ8D2,Days Until,Utilities,PBTX78,5.0 out of 5 stars,Easy peasy!,"Reviewed in the United States on June 29, 2021",Works fine! Asked it to create a vacation countdown using the phrases suggested. It was created without a problem and answers how many days until without any problems.
B0759KJ8D2,Days Until,Utilities,Amazon Customer,1.0 out of 5 stars,Lame,"Reviewed in the United States on April 2, 2018",Wouldn’t work for me. Alexa never knew what to tell me even though I asked what I was told to ask
B0759KJ8D2,Days Until,Utilities,Mathew,1.0 out of 5 stars,doesn't work,"Reviewed in the United States on November 22, 2020",don't waste your time
B0759KJ8D2,Days Until,Utilities,Justme,1.0 out of 5 stars,Frustrating,"Reviewed in the United States on November 8, 2019",I doesn't work if you don't remember or say the event exactly as you named it. Not even allowed to just say the date of event to bring it up.
B0759KJ8D2,Days Until,Utilities,Steve,1.0 out of 5 stars,useless. doesnt do anything,"Reviewed in the United States on January 20, 2019",tried multiple times and it cant seems to figure out what to doeven saying same as examples
B0759KJ8D2,Days Until,Utilities,Fort Worth Resident,1.0 out of 5 stars,stopped working with iOS 15,"Reviewed in the United States on October 7, 2021",app just stopped opening on ipad. no way to do anything anymore. when will a fix be done?
B0759KJ8D2,Days Until,Utilities,Susan,2.0 out of 5 stars,No way to manage countdowns,"Reviewed in the United States on March 20, 2018",I gave my countdown a poorly chosen name. There does not seem to be a good way to rename or delete a countdown.  I'm going to try another countdown tool.
B0759KJ8D2,Days Until,Utilities,Gloria,1.0 out of 5 stars,Doesn't Work!,"Reviewed in the United States on February 4, 2020",I cannot get any of these How Many Day things to work!!!!
B0759KJ8D2,Days Until,Utilities,Jim,1.0 out of 5 stars,Does Not Work,"Reviewed in the United States on August 12, 2019","When it askes you to confirm and you say no, it creates the event anyway and does not have an option to remove or edit.  Keeps going in circles and does not understand the command to speak a countdown."
B0759KJ8D2,Days Until,Utilities,jma0777,1.0 out of 5 stars,It just doesnt work,"Reviewed in the United States on August 3, 2021","I wanted to create a coutdown for my daughters first day of school. I went through all prompts with no issue, but when asked, Alexa doesnt show any existing coutdowns."
B0759KJ8D2,Days Until,Utilities,Tionne Jordan,1.0 out of 5 stars,terrible,"Reviewed in the United States on September 27, 2019","never recalls the even you set to count down. always says she dosen't understand, this is totally useless. youll make better time just marking days on a calendar."
B0759KJ8D2,Days Until,Utilities,Rottieluver,1.0 out of 5 stars,horrible,"Reviewed in the United States on September 19, 2019",she doesnt understand and then asks if you want to open an existing event and you say yes and she said she doesn’t understand that!
B0759KJ8D2,Days Until,Utilities,Amazon Customer,1.0 out of 5 stars,does not work cant catch it,"Reviewed in the United States on December 5, 2020",will not work
B0759KJ8D2,Days Until,Utilities,Carla Olmos,1.0 out of 5 stars,does not work,"Reviewed in the United States on April 3, 2021",alexa does not understand even when it’s read exactly as the instructions.
B0759KJ8D2,Days Until,Utilities,C. Thomas,1.0 out of 5 stars,Not Useful,"Reviewed in the United States on October 13, 2019",Alexa/Echo doesnt give you choice(s) of what events u have saved/programmed so if dont remember exactly what you named your event A/E is ofno help.
B0759KJ8D2,Days Until,Utilities,Amanda,2.0 out of 5 stars,Doesn’t work,"Reviewed in the United States on January 10, 2019","I loved this countdown but it stopped working correctly. Now every time I ask “how many days until my wedding” the exact phrase she tells me she says “you have wedding countdown enabled, do you want to open it?” And then tells me she already has my date and prompts me to ask the question again. She then answers the countdown. Just annoying that I have to ask twice everytime."
B0759KJ8D2,Days Until,Utilities,Susan Paris,1.0 out of 5 stars,Frustration Pimples,"Reviewed in the United States on August 8, 2018",Must... Keep.... Calm.... This skill has potential but as is all it did was give me frustration pimples and elevate my anger levels.
B0759KJ8D2,Days Until,Utilities,Karen Vanderbeek,1.0 out of 5 stars,Useless,"Reviewed in the United States on December 9, 2020",Will not let me create new.
B0759KJ8D2,Days Until,Utilities,NaSh,1.0 out of 5 stars,what a wate of time,"Reviewed in the United States on May 27, 2020","i would give a zero if I could. I spent hours creating countdowns and when I ask Alexa, the skill does respond."
B0759KJ8D2,Days Until,Utilities,Shar,1.0 out of 5 stars,doesn't work!,"Reviewed in the United States on February 15, 2020",boooo
B0759KJ8D2,Days Until,Utilities,Alex Marks,2.0 out of 5 stars,eh,"Reviewed in the United States on January 28, 2020","works, but very unnatural way to ask Alexa how many days until the countdown ends."
B0759KJ8D2,Days Until,Utilities,Nathan Oligmueller,1.0 out of 5 stars,Terrible. No skill on Alexa’s behalf,"Reviewed in the United States on August 23, 2019",aweful and you shouldn’t have to open a skill called days until to then ask how many days until. it also apprared to have random events that i’ve never created and wonder where they came from. Developers need to get back to work on this one.
B0759KJ8D2,Days Until,Utilities,Eric M.,1.0 out of 5 stars,Garbage.,"Reviewed in the United States on October 27, 2020",Ive never rated anything ever prior to this.  This skill is so bad i had to rate it.  Dont waste your sanity on this terrible skill.
B0759KJ8D2,Days Until,Utilities,Ken Keller,2.0 out of 5 stars,doesnt understand,"Reviewed in the United States on June 2, 2019",have created 3 events called Vermont Trip but when i ask it says nothing by that name.  would help if i could list upcoming events
B0759KJ8D2,Days Until,Utilities,Clint Vargeson,1.0 out of 5 stars,Needs work,"Reviewed in the United States on July 15, 2019","When setting up an event, if the skill returns incorrect information and asks, ""Is that right?"" and you say , ""No"", it still creates the event. To top it off, there is no way to delete event countdowns. This skill needs some work."
B0759KJ8D2,Days Until,Utilities,Mayapur in Bengal,4.0 out of 5 stars,Works for me. Wish it did Reminders.,"Reviewed in the United States on October 18, 2019",Works for me on Echo Dot following the commands for Days Until. I wish I could set a reminder that it would tell me the days until the event at a particular time each day. That would be great if it did that.
B0759KJ8D2,Days Until,Utilities,Dennis Weiskircher,1.0 out of 5 stars,skill does not work,"Reviewed in the United States on January 19, 2019",created an event and Alexa can never tell me how msny fsys until the event.
B0759KJ8D2,Days Until,Utilities,Hostetler,1.0 out of 5 stars,doesnt work,"Reviewed in the United States on November 4, 2020",useless
B0759KJ8D2,Days Until,Utilities,N. Whitaker,2.0 out of 5 stars,just a pain,"Reviewed in the United States on May 27, 2020",how is it so hard to check your count down? there's just so many freaking steps to it.
B0759KJ8D2,Days Until,Utilities,grccmrn ,3.0 out of 5 stars,Cool but could be better,"Reviewed in the United States on March 8, 2020","Works well if you use the right voice commands but it isnt clear how to edit an existing event, like to change the date or title."
B0759KJ8D2,Days Until,Utilities,A Valdez,1.0 out of 5 stars,Doesn’t work,"Reviewed in the United States on February 8, 2020",Couldn’t even get it working.
B0759KJ8D2,Days Until,Utilities,Shannon Oscar,1.0 out of 5 stars,skill doesnt work,"Reviewed in the United States on January 12, 2019",saved events and enabled skill not recognized on devices
B0759KJ8D2,Days Until,Utilities,Joe G,1.0 out of 5 stars,terrible,"Reviewed in the United States on December 28, 2019","ftustrating, terrible"
B0759KJ8D2,Days Until,Utilities,Harold James,4.0 out of 5 stars,Not bad,"Reviewed in the United States on May 6, 2021",You have to speak very clearly and slowly for this skill but it will work
B0759KJ8D2,Days Until,Utilities,BTT,5.0 out of 5 stars,the one that  work and didno work,"Reviewed in the United States on February 3, 2020",It work the othere one did not work
B0759KJ8D2,Days Until,Utilities,Alec Murphy,5.0 out of 5 stars,This Is The One,"Reviewed in the United States on November 30, 2019",I have spoken.
B0759KJ8D2,Days Until,Utilities,Brian M.,1.0 out of 5 stars,Never understands anything,"Reviewed in the United States on July 15, 2018",Terrible skill. Removed imm
B0759KJ8D2,Days Until,Utilities,Lance,1.0 out of 5 stars,not well thought out,"Reviewed in the United States on September 9, 2019",very confusing to check on the status... you have to say ask “days until” twice.
B0759KJ8D2,Days Until,Utilities,R. Clos,1.0 out of 5 stars,Miserable application... flat doesn't work as promised,"Reviewed in the United States on September 25, 2019",Can't seem to store a date or retrieve it.  Next...
B0759KJ8D2,Days Until,Utilities,Angela Anderegg,5.0 out of 5 stars,worked for me!,"Reviewed in the United States on March 23, 2019","for those that are saying it doesnt work.. make aire you are asking Alexa to ""ask Day Until, how many days until..."" instead of saying ""Alexa, how many days until..."""
B0759KJ8D2,Days Until,Utilities,Kevin edwards,1.0 out of 5 stars,Doesn’t recognize event when asked,"Reviewed in the United States on August 9, 2019",Never recognizes my events when I asked her.  Very frustrating!!
B0759KJ8D2,Days Until,Utilities,emma,1.0 out of 5 stars,Horrible,"Reviewed in the United States on June 1, 2018",Doesn’t understand what you’re asking at all😡
B0759KJ8D2,Days Until,Utilities,stephanie,1.0 out of 5 stars,"Got it to work, but...","Reviewed in the United States on April 30, 2018","Clunky... you have to tell her to ask ""days until"" each time, even though she knows what you're asking. More annoying than helpful."
B0759KJ8D2,Days Until,Utilities,R.,1.0 out of 5 stars,Not working,"Reviewed in the United States on October 9, 2017",Really doesn't work at all
B0759KJ8D2,Days Until,Utilities,Clayton,1.0 out of 5 stars,doesnt work,"Reviewed in the United States on February 6, 2019",doesnt work
B0759KJ8D2,Days Until,Utilities,Travis Boettcher,1.0 out of 5 stars,horrible doesnt work,"Reviewed in the United States on January 31, 2019",Read above ^
B0759KJ8D2,Days Until,Utilities,Ryan Way,5.0 out of 5 stars,Easy to use :),"Reviewed in the United States on September 6, 2017",Just what I was looking for !!!
B0759KJ8D2,Days Until,Utilities,Dave NC,1.0 out of 5 stars,It doesn't work,"Reviewed in the United States on February 18, 2019",What is there to like?
B0759KJ8D2,Days Until,Utilities,Mark,1.0 out of 5 stars,"Bad skill, not yet ready for prime time","Reviewed in the United States on September 12, 2017","No way to edit or cancel an event, if she hears it wrong, your stuck with it. Have to disable skill to delete one or edit once entered"
B0759KJ8D2,Days Until,Utilities,Oscar O.,5.0 out of 5 stars,90 days plan,"Reviewed in the United States on February 26, 2020",90 days plan
B0759KJ8D2,Days Until,Utilities,Andy,5.0 out of 5 stars,Five Stars,"Reviewed in the United States on September 11, 2017","Works great, just as described."
B0759KJ8D2,Days Until,Utilities,Tammy,5.0 out of 5 stars,Wor,"Reviewed in the United States on October 5, 2018",Work
B0759KJ8D2,Days Until,Utilities,Klaas de Boer,5.0 out of 5 stars,Five Stars,"Reviewed in the United States on September 7, 2017",I will never again forget to pickup my Chinese food orders! Thanks Nathan Friend Consulting LLC!
B077LVR5PL,Ark Price,Utilities,Daniel M.,5.0 out of 5 stars,Great!,"Reviewed in the United States on November 22, 2017",I told my wife to ask Alexa the price everyday. I said when it hits $200 you can retire. She's asked it 5 times in the last hour already. She has no clue what ark is lol
B07CXG78JV,MyStopwatch,Utilities,NikkiRoxi1,3.0 out of 5 stars,So far so good,"Reviewed in the United States on August 19, 2018","I tried some of the other stopwatches and trying to invoke them wasn’t easy or they didn’t inform you they had started. At least this one does and when you pause it it tells you how much time elapsed. I am using this on an Echo Show and I do see some text of Alexa’s replies, but what would amp this Skill up is visualization of an actual StopWatch as it is running. I was hoping to find one Skill that could do that. Add a visible StopWatch for Echo Show and Echo Spot users you’ll have a winner in my book."
B07CXG78JV,MyStopwatch,Utilities,Paul,5.0 out of 5 stars,Currently the easiest to use Stopwatch for Alexa,"Reviewed in the United States on September 13, 2019","Simple & easy to remember commands. Only line you have to remember is ""Alexis, Ask My Stopwatch to ..."" Then add ""Start"" ""Pause"" ""STOP"" ""Current Time""Not sure why some find that too difficult. Doubt Amazon could do better. You always need to use ""Alexa"" & the Skill name (""My Stopwatch) and the command. How could anyone make it better?"
B07CXG78JV,MyStopwatch,Utilities,M. Grohman,3.0 out of 5 stars,Need to Improve the Recognized Requests,"Reviewed in the United States on July 15, 2019","I can't simply ask such things as, ""How much time is on my stopwatch"". Still might be the best stopwatch option until Alexa adds a stopwatch as a native feature as it does with timers."
B07CXG78JV,MyStopwatch,Utilities,philspil,4.0 out of 5 stars,Near excellent app but still needs work,"Reviewed in the United States on June 3, 2018","Until there is a feature that counts down 3, 2, 1 to start the timer, it will remain imprecise. It would be nice if the Alexa app shows the timer as it’s working on your phone as an option. Still this is the best counter I’ve seen so far for Alexa."
B07CXG78JV,MyStopwatch,Utilities,Andrew Jaco,4.0 out of 5 stars,Works great!,"Reviewed in the United States on December 13, 2019",works great.  i wish it had a display for echo show though.
B07CXG78JV,MyStopwatch,Utilities,cbpelikan,5.0 out of 5 stars,Easy to use.,"Reviewed in the United States on April 18, 2019","Works well, gives feedback letting you know it has started, gives the time when told to stop. If i need precision start and stop times, I'll use a stop watch."
B07CXG78JV,MyStopwatch,Utilities,Wendy Olend,4.0 out of 5 stars,Most intuitive stopwatch skill I've found,"Reviewed in the United States on May 23, 2020","After testing numerous stopwatch skills, I have found My Stopwatch to be the best documented and easiest to use.My one criticism is that it is difficult to know when the timing actually starts. This could be remedied by changing Alexa's initiation dialogue from ""I am starting your stopwatch timer."" to ""I am starting your stopwatch timer now."""
B07CXG78JV,MyStopwatch,Utilities,Douglas Howey,1.0 out of 5 stars,no longer working,"Reviewed in the United States on October 20, 2021",September 2021 stopped workiñg
B07CXG78JV,MyStopwatch,Utilities,leutennant dan,4.0 out of 5 stars,works fine,"Reviewed in the United States on February 11, 2019",I had a problem till i called itmy stopwatch. Then it wirked fine.
B07CXG78JV,MyStopwatch,Utilities,F F,5.0 out of 5 stars,"easy peasy, lemon squeezie....  it works as described","Reviewed in the United States on January 29, 2020",i clicked the enable button on amazon and it was there on my echo a few minutes later when I tried it.  even gave time down to the milliseconds..
B07CXG78JV,MyStopwatch,Utilities,Chase,5.0 out of 5 stars,FINALLY! A stopwatch skill that actually works!,"Reviewed in the United States on May 14, 2018","I have tried a lot of different stopwatch skills but so many of them lack a lot of basic functionality. This one is simple, easy to use, and works seamlessly."
B07CXG78JV,MyStopwatch,Utilities,Bryan Bloom,5.0 out of 5 stars,Get this skill!! It works!,"Reviewed in the United States on June 14, 2018","So many skills don't work very well.  If you are looking for a basis stopwatch that works, this is the one!!  Enjoy"
B07CXG78JV,MyStopwatch,Utilities,RFC,1.0 out of 5 stars,Unfinished,"Reviewed in the United States on December 23, 2018","Very low quality.  Recommend that it be either deleted or fixed.  BTW:  Other stopwatches I tried out were equally horrible, but this one does not even show the elapsed time on the screen.  Sorry guys, keep trying."
B07CXG78JV,MyStopwatch,Utilities,John ,4.0 out of 5 stars,Works for me,"Reviewed in the United States on April 8, 2019",It works as advertised for me if you use the listed commands .
B07CXG78JV,MyStopwatch,Utilities,A. Nader,1.0 out of 5 stars,Couldn't Get it to trigger,"Reviewed in the United States on June 15, 2018","Following the included words would only trigger alexa to reply ""Start an alarm for what time"".  Tried all the variations and very clearly said ""My Stopwatch"" and couldn't get it to work at all."
B07JJPQWD6,unix time,Utilities,Jeremy Thomerson,5.0 out of 5 stars,Fun for nerds!,"Reviewed in the United States on October 19, 2018","C'mon, you know you want to be able to yell across the room and have someone reply with a unix timestamp. Now you can!"
B07JJPQWD6,unix time,Utilities,K. Muncie,5.0 out of 5 stars,Simple and works well,"Reviewed in the United States on October 18, 2018","This skill is simple but super useful, great for programmers!"
B01N6BK6G6,Trash and Recycling Info,Utilities,"Carl A Richard, jr.",5.0 out of 5 stars,No more missed trash!,"Reviewed in the United States on May 24, 2018",My husband began forgetting to carry our trash bin to
B07TGJ467X,Burglar Deterrent,Utilities,Donna Baker,4.0 out of 5 stars,Excellent barking dog,"Reviewed in the United States on November 2, 2019",Excellent barking dog.  Sounds like a large dog. But Alexa talks too much.  All I want is for the dog to start barking and not let the burglar know it is just a deterrent.  Alexa announces that she will open the burglar deterrent.  If someone is lurking around my house this a loud bark of a large dog.  Just don't want Alexa to make announcements of burglar deterrent.
B07TGJ467X,Burglar Deterrent,Utilities,Chas in Desoto,4.0 out of 5 stars,Barking Dog,"Reviewed in the United States on November 16, 2019",Barking dog has a realisic sound that sounds real
B07TGJ467X,Burglar Deterrent,Utilities,keeeeef,3.0 out of 5 stars,Alexa: SHUT-UP!,"Reviewed in the United States on January 28, 2020","Alexa rambles on and on before you ever get to sound effects, which will not deter a burglar just make him (or her) realize no one's home."
B07TGJ467X,Burglar Deterrent,Utilities,Sherry M,3.0 out of 5 stars,"Good, but should be simplier","Reviewed in the United States on November 3, 2019",I only want to use Barking guard dog. App Should allow for use of one or multiple sound uses.
B07TGJ467X,Burglar Deterrent,Utilities,Catherine Pollick,3.0 out of 5 stars,worked once,"Reviewed in the United States on January 10, 2022",it worked the first time then went haywired! great concept. please fix bugs
B07TGJ467X,Burglar Deterrent,Utilities,MelindaJ,1.0 out of 5 stars,stops after five minutes-even with premium,"Reviewed in the United States on November 5, 2020","this app sucks.  there is no timer setting, eventhiugh it claims to have one.  i bought this app thibking it would be continuos, its not.  so, i am going to demand a refund.  i hate it."
B07TGJ467X,Burglar Deterrent,Utilities,Mathew Benham,1.0 out of 5 stars,won't stop playing,"Reviewed in the United States on April 7, 2020",i tried the app to see what it was about i couldn't get it to stop playing
B08N4JSBZH,Cumpleaños familiar,Utilities,gio morocho,1.0 out of 5 stars,malo,"Reviewed in the United States on October 10, 2021",ni siquiera la he configurado y ya estan unos cumpleañs de gente q no conozco
B07GK4722Q,Charge Status,Utilities,Shubham Goyal,2.0 out of 5 stars,It asks me to install Charge Status app.,"Reviewed in the United States on September 6, 2019","When I say -- Alexa, ask Charge Status what is the battery level on my phone? It asks me to install the android app. Is that the expected behavior?"
B07GK4722Q,Charge Status,Utilities,Jordan Packard,1.0 out of 5 stars,Wrong percentage reading,"Reviewed in the United States on November 16, 2020",Connected to Alexa and while plugged in is stating that the phone has zero battery left. Battery on phone reads 27%
B07GK4722Q,Charge Status,Utilities,Ky Mozelewski,2.0 out of 5 stars,wrong battery status,"Reviewed in the United States on January 7, 2021",78% when it's really at 80%
B07Z9BYRQ7,Today's Date,Utilities,JennBren,3.0 out of 5 stars,Basic Utility but with a few issues...,"Reviewed in the United States on May 3, 2020","Overall the skill does what it says it will do. Upon activating the routine it will give you the date followed by the time. There is no way to adjust the order of this information or to use a different date template, IE Day month year as compared to the default Month Day Year. The biggest issue is the reason I enabled this skill is to use my ""good morning"" routine. While you can add the skill to any routine, the skill insists on being the last skill on the list. That is unfortunate as I'd much rather have this information at the start. With that being said, it's still the best skill I've found for the job at this point."
B07Z9BYRQ7,Today's Date,Utilities,Carlos,2.0 out of 5 stars,Unsuspected,"Reviewed in the United States on November 28, 2019","Works very well, straight to the point, but in a routine it has to be the last skill.  WHY??When the first thing you need to know before your calendar."
B07Z9BYRQ7,Today's Date,Utilities,Kiarash Rezvani,5.0 out of 5 stars,Awesome,"Reviewed in the United States on October 19, 2019",Simple and works as described
B01G37FVRU,ThreeEyedRaven,Utilities,Ernest A Eligon,5.0 out of 5 stars,"Bad, I don't see my house here","Reviewed in the United States on June 7, 2016","It Works for what it is  : )... House Stark, House Baratheon, House Martel, House Bolton, House Lannister, House Greyjoy, House Tyrell, House Targaryen, House Tully"
B01G37FVRU,ThreeEyedRaven,Utilities,Erik Armstrong,2.0 out of 5 stars,it does what it says. no more,"Reviewed in the United States on December 30, 2016",Seriously the description tells you what it does. It tells you the words of the houses in game of thrones. That's simple enough. If your a thrones fan this is good. If your not than your not.
B01G37FVRU,ThreeEyedRaven,Utilities,Ed,1.0 out of 5 stars,Malarkey,"Reviewed in the United States on May 28, 2016",What a waste
B07TB2SYSW,Copper Labs,Utilities,jives,5.0 out of 5 stars,On Boarding,"Reviewed in the United States on July 14, 2019",Easy on boarding and integration with two Copper Lab units in two different houses.
B07JVGNV2Q,Morning Motivation,Utilities,Stefanie,1.0 out of 5 stars,not what i expected,"Reviewed in the United States on May 7, 2020",it says same thing every time
B07JVGNV2Q,Morning Motivation,Utilities,filmCritic101,1.0 out of 5 stars,wouldn't quit,"Reviewed in the United States on May 8, 2019",wouldn't quit
B01LXFJVZ2,Day of the year skill,Utilities,Chris N. Jacek,1.0 out of 5 stars,Says the wrong day.,"Reviewed in the United States on January 5, 2019","I just added this skill and it doesn't even give the correct day.  It is January 4th, and it says that it is day 5.  I live in the Pacific Time Zone, so I wonder if that's the problem.  If so, it needs to check time zones, and calculate accordingly."
B01LXFJVZ2,Day of the year skill,Utilities,Tomatozoup,2.0 out of 5 stars,Echo won't understand if you ask what ask,"Reviewed in the United States on October 22, 2016",If you ask &quot; what is day of the year&quot; it can never answer the question. You must state &quot;Ask day calendar  what is day of the year.&quot;  Hard to remember to ask.
B01LXFJVZ2,Day of the year skill,Utilities,Kim,2.0 out of 5 stars,Alexa already does this,"Reviewed in the United States on February 3, 2019","Alexa can already do this by asking ""What is today's day of year?"" Enabling this skill doesn't make the question any shorter."
B01LXFJVZ2,Day of the year skill,Utilities,Rustem,5.0 out of 5 stars,Simple and useful.,"Reviewed in the United States on October 11, 2016",Skill gets you the day of the year. Quite simple but saves time.
B01LXFJVZ2,Day of the year skill,Utilities,Amazon Customer,1.0 out of 5 stars,In core programming,"Reviewed in the United States on October 27, 2016",Alexa already does this by asking &quot;what day is it.&quot;
B07PCNMR5Q,Today's Day and Date,Utilities,Amazoner2011,4.0 out of 5 stars,Works As Promised,"Reviewed in the United States on August 10, 2019","Date and Day announced. Really  do not need ""brought to you by My Tech Tailor"" in the announcement, remove that and it's 5 stars. BTW I don't see where the time was promised."
B07PCNMR5Q,Today's Day and Date,Utilities,Lee,1.0 out of 5 stars,The Time doesn't work...,"Reviewed in the United States on June 1, 2019","Hello! Your Flash Briefing skill ONLY gives the Date, NOT THE TIME! Maybe if you were to REMOVE the MY TECH TAILOR announcement it could give THE TIME as promised!"
B0799CYYBV,Someone Surprised,Utilities,Doey,1.0 out of 5 stars,No one was surprised,"Reviewed in the United States on April 5, 2018","Disabled this skill after attempting 10+ time's of phrases untreated. Alexa reply: ""sorry, I don't understand OR ""I don't know that."" Nice concept, maybe after glitches are fixed, I will have a better review."
B0799CYYBV,Someone Surprised,Utilities,Charlie,1.0 out of 5 stars,Neat idea but....,"Reviewed in the United States on February 8, 2018",Couldn't get it to work
B0799CYYBV,Someone Surprised,Utilities,Amazon Customer,5.0 out of 5 stars,"Actually the best skill on skill store, 10/10","Reviewed in the United States on January 27, 2018","Have Alexa say anything you want whenever you want? It's the dream.I feel like this is the beginning of ""Alexa pranks,"" and I cant wait to see what other uses people can think up for this skill."
B07ZFSFK11,Santa Claus,Utilities,Amazon Customer,5.0 out of 5 stars,no,"Reviewed in the United States on March 24, 2022",lovey
B07CM7F2FS,Siren Marine,Utilities,Amazon Customer,1.0 out of 5 stars,Worked Great for 1 year,"Reviewed in the United States on August 31, 2021","Used to love this system.  Worked flawlessly for a year.  Then the founder passed and I can only assume they began cutting corners.  First, shore power sensor defect led to ""disconnect immediately, risk of fire""....took months to receive replacement.  Next, an update to their app broke notifications.  They argued that I never should have received those notications in the first place before admitting they had changed the behavior of the app.  Then came a fix, and the ability to switch from armed to aboard to disarmed stopped working.  They argued it ""must be your provider"", even though my cell and the system had full connection  and I would receive notifications about shore power immediately.  Then they admitted the app was broken.  Several subsequent ""fixes"" fixed nothing.  After 7 months the system still does not work, and their solution is that I should buy a manual switch and install it in a discrete location.  Their support is horrible, they lie and argue about their bad software, and expect the customer to spend money to fix their mistakes, all while continuing to charge a subscription fee.  Do yourself a favor a look at other products."
B07CM7F2FS,Siren Marine,Utilities,Brian A. Yates,5.0 out of 5 stars,Awesome Addition,"Reviewed in the United States on May 11, 2018",A great addition to the overall functionality.  The Siren Marine team did a great job.  It was easy to link the two devices. Already recommending to friends.
B01N0BTJUE,CommonUnitConversion,Utilities,Mary Ann,3.0 out of 5 stars,I commonly must read biological publications where the Celsius temperature ...,"Reviewed in the United States on November 21, 2017",I commonly must read biological publications where the Celsius temperature is give and will be near the maximum for organism survival. These max temps C vary greatly. Common Unit Conversion sets my North American mind to the temperatures in F that I am familiar with.
